Boron,Clay,Nitrogen,Phosphorus,Potassium,SOC,Sand,Silt,Zinc,pH
0.07287101651753539,0.2670298943202472,0.25682508541996046,0.3271919578404273,-0.767877384622453,2.7934849457937774,0.9543663658967969,-1.6080455043995436,0.31632371490216166,-2.199704229127385
0.11793219141871886,-0.800087694614324,0.2685951193742572,1.2965484650317385,-0.5980688640908648,-0.9235018855465248,2.048125119221095,-1.6080455043995436,4.387749435439344,-1.1854825047006357
0.3432380659246375,0.089176962831152,0.2975675106463723,0.3553190751757732,-0.5826317258607204,-0.4130144237315475,-0.3216855129815511,0.3015352747634832,3.5058521674529497,-0.2381325423240019
0.5234827655293721,-1.3336464890816098,-0.6711968225149773,-0.5186796439761944,-0.9273944796672784,-2.088051407811941,2.4127113703291947,-1.3693479070041652,1.4186952998851527,0.6312003643274979
0.07287101651753539,0.5515945847027999,-0.49917324933679363,-0.5001569081699909,-0.3510746524085546,-1.6413748787238363,0.15227661345897842,-0.9396922316924841,-0.7272547188817369,0.530892721252325
0.16299336631990258,1.0495827928722659,-0.5073217343820761,0.03220023944533629,-0.3356375141784102,-1.7370912778141447,-0.21230963764912134,-1.130650309608787,-0.5949701286837779,-0.7062348766748093
0.3432380659246375,-0.017534796062305374,2.1671921349250516,0.04180462097447871,-0.5826317258607204,0.5281968339898164,0.5168628645670779,-0.6532551148180302,-0.5214786896849117,-0.7396707576998672
0.02780984161635166,1.0851533791700856,-0.6195897505615222,-0.11941178326469896,-0.1349547171865332,-0.5246835560035739,-0.4310613883139809,-0.8919527122134085,-0.5067804018851385,-1.5978583706763472
0.2981768910234538,0.8717298613831707,-0.7345739284227291,-0.2621054516976733,-0.4436974817894209,0.2729531030823283,-0.21230963764912134,-0.8919527122134085,-0.25690950928899386,-1.1966277983756557
0.07287101651753539,-0.1953877275514006,-0.23480017897874322,-0.6140374320155377,-0.7061288317018755,0.7036768989887153,-0.030016512095071626,0.3015352747634832,-0.7566512944812832,0.46402095920220915
0.16299336631990258,0.8717298613831707,-0.4457554029288314,-0.5667015516219068,0.4053451208685203,1.1344006948951024,-0.1758510125383112,-0.9396922316924841,-0.5508752652844583,0.4082944908271132
0.02780984161635166,-0.7289465220186859,-0.5381049001086984,0.022595857916193746,-0.8759373522334637,-0.5087308228218558,1.063742241229227,-0.41455751742265184,-0.1540214946905814,-0.5613460588995595
0.11793219141871886,-0.5510935905295907,-0.658521401333427,-0.5667015516219068,-0.7524402463923087,-1.0830292173637048,1.4283284923373263,-1.130650309608787,-0.5067804018851385,-0.2827137170240789
0.20805454122108633,-1.2625053164859716,-0.6711968225149773,-0.7663354819776546,-0.9891430325878559,-1.545658479633528,1.8293733685562357,-0.7009946342971057,-0.8154444456803761,0.7315080074026707
-1.1437807058144243,-0.9779406261034193,-0.7888971620579449,0.08433831060353841,-0.6546717042680609,-0.9235018855465248,0.9543663658967969,0.06283767736810483,-0.403892387286726,0.9098327062029785
