Boron,Nitrogen,Phosphorus,Potassium,SOC,Sulfur,Zinc,pH
-0.37828239916382855,-0.3356668652640697,-0.2517208378354322,-0.3009828680679004,-0.853632527674755,3.340004693160744,0.13160605549048313,-0.45868097697300153
-0.4459232296462827,-0.044293584761620375,-0.8545774550373986,0.6712989287128921,-0.4992844894508593,2.5754138145864083,-0.1199573981222866,-0.7404505171058422
-0.3106415686813744,-1.209786706771418,-0.496752882246554,-0.8843519461363759,-1.2079805658986507,0.09384692798549638,0.3374306993554765,-1.5857591375043691
-0.24300073819892015,-0.9184134262689688,-0.2283844526534207,1.1574398271032882,-0.42841488180608006,2.307136313332256,0.4517777237249174,0.10485810329268234
-0.10771907723401215,0.5384529762432787,-0.21671626006241484,-0.10652650871174174,-1.190263163987456,2.0120310619526878,0.5432553432204701,0.386627643425523
0.02756258373089622,-0.3356668652640697,-0.1700434896983917,1.6435807254936843,0.20941158699693252,2.0120310619526878,0.8176882017071277,-0.7404505171058422
-0.37828239916382855,-0.3356668652640697,-0.2945042106691202,3.1020034206648734,-0.42841488180608006,1.7169258105731202,0.5661247480943583,0.10485810329268234
-0.5135640601287369,-0.3356668652640697,-0.5473150501409125,-0.10652650871174174,-0.2866756665165216,1.8242368110747809,-0.14282680299617478,0.386627643425523
-0.7841273820585533,-0.9184134262689688,-1.0117091152629434,-0.009298329033662681,-1.1176218161515574,-0.28174157377031744,0.24595307985992404,-0.45868097697300153
-0.5135640601287369,-0.044293584761620375,-0.6406605908689589,-0.10652650871174174,-0.12721904931576877,3.5277989440386506,0.24595307985992404,-0.45868097697300153
-0.5135640601287369,0.8298262567457281,-0.6289923982779532,2.615862522274477,-0.1626538531381584,2.790035815589731,-0.051349183500622064,0.9501667236912069
-0.5135640601287369,-0.9184134262689688,0.2305644559261408,-0.7871237664582965,-1.2256979678098454,1.4084066841308445,0.7948187968332396,0.386627643425523
0.1628442446958046,-0.3356668652640697,-0.5784302303835946,0.08792985064441665,-0.3221104703389112,1.3547511838800137,0.40603891397714104,-1.0222200572386855
-0.6488457210936451,-0.3356668652640697,-0.7378955291273406,-0.3982110477459795,-0.2866756665165216,1.2876818085664754,0.49751653347269376,-1.303989597371526
0.02756258373089622,-1.209786706771418,-0.39173914892750183,-0.10652650871174174,-0.5524366951844437,2.8034496906524384,0.7719493919593514,-0.17691143684016084
-0.6488457210936451,-0.044293584761620375,-0.5784302303835946,-0.6898955867802173,-0.4638496856284697,2.2132391878933024,0.0401284359949304,0.10485810329268234
0.8392525495203458,-0.627040145766519,-0.45008011188253083,2.324177983240239,-0.8004803219411706,3.3131769430353284,2.875934640357063,0.10485810329268234
0.5686892275905293,-0.627040145766519,0.5378268608226268,-0.4954392274240588,-0.8004803219411706,0.2279856786125727,2.0297666600232005,-0.45868097697300153
-0.5135640601287369,-0.044293584761620375,-0.2283844526534207,1.838037084849843,0.17043330279230395,-0.8182965762786226,-0.028479778626733888,-1.86752867763721
-0.7841273820585533,0.24707969574082936,-0.438411919291525,0.9629834677471302,-0.12721904931576877,-1.5292319546021271,0.24595307985992404,-1.303989597371526
-0.37828239916382855,-0.3356668652640697,-0.43063312423085454,-0.10652650871174174,0.3334334003752958,1.0328181823750306,0.0401284359949304,-0.17691143684016084
0.02756258373089622,0.8298262567457281,0.4639283077462568,-0.4954392274240588,0.457455213753659,-1.032918577281945,1.114990465067674,-0.45868097697300153
-0.7841273820585533,0.5384529762432787,-0.6523287834599647,-0.5926674071021382,0.17397678317454293,-0.8853659515921608,-0.5087372809783854,0.9501667236912069
-0.24300073819892015,-0.9184134262689688,0.20722807074412913,1.351896186459447,-0.623306302829223,-1.032918577281945,3.813580240186478,-0.45868097697300153
-0.5135640601287369,-0.627040145766519,-0.08447674403101585,-0.4954392274240588,-0.7118933123851966,-1.4353348291631738,1.2064680845632267,0.386627643425523
-0.37828239916382855,-0.044293584761620375,-0.27116782548710855,0.5740707490348128,-0.42841488180608006,-1.3414377037242202,-0.32578204198728,-0.45868097697300153
-1.7310990088129112,1.4125728177506276,-0.6756651686419763,-0.7871237664582965,1.0244120749118928,-0.9792630770311143,-0.4858678761044972,-1.0222200572386855
1.6509425153097956,1.1211995372481778,-0.7495637217183464,-1.1760364851706135,1.325607907402204,-1.462162579288589,-0.14282680299617478,-0.45868097697300153
-0.10771907723401215,-0.044293584761620375,-0.5667620377925888,-1.1760364851706135,0.1031071755297637,-1.4755764543512966,-0.5316066858522736,0.10485810329268234
-0.10771907723401215,0.8298262567457281,-0.9245866105834334,-1.1760364851706135,-0.03863203975979475,-1.3280238286615127,-0.8746477589605959,-0.45868097697300153
-0.6488457210936451,-0.044293584761620375,-0.6990015538239879,-0.5926674071021382,-0.1626538531381584,-1.502404204476712,-0.737431329717267,0.386627643425523
-0.37828239916382855,0.5384529762432787,-0.7806789019610285,0.7685271083909715,0.315715998464101,-1.4889903294140043,2.3956771380054116,-0.17691143684016084
-0.7841273820585533,0.5384529762432787,-0.9206972130530982,-0.6898955867802173,0.3511508022864906,-1.502404204476712,-0.4858678761044972,-0.17691143684016084
0.7039708885554373,-0.044293584761620375,-0.8701350451587396,-0.7871237664582965,-0.25124086269413204,-1.3950932039750508,-0.46299847123060905,0.386627643425523
